2024/01/02-03:59:60.000	    -18218991.940828	     17428999.031703	     12012928.147047	        -2522.574270	         -788.006571	        -2697.492900	
2024/01/02-04:00:30.000	    -18294518.949547	     17405215.392443	     11931904.670021	        -2512.552701	         -797.567237	        -2704.064845	
2024/01/02-04:00:60.000	    -18369744.687005	     17381145.126837	     11850684.700273	        -2502.489546	         -807.114968	        -2710.592397	
2024/01/02-04:01:30.000	    -18444667.908090	     17356788.625306	     11769269.571252	        -2492.384970	         -816.649606	        -2717.075445	
2024/01/02-04:01:60.000	    -18519287.372606	     17332146.282984	     11687660.619669	        -2482.239136	         -826.170994	        -2723.513883	
2024/01/02-04:02:30.000	    -18593601.845300	     17307218.499723	     11605859.185474	        -2472.052209	         -835.678976	        -2729.907601	
2024/01/02-04:02:60.000	    -18667610.095874	     17282005.680078	     11523866.611839	        -2461.824355	         -845.173394	        -2736.256494	
2024/01/02-04:03:30.000	    -18741310.899015	     17256508.233308	     11441684.245132	        -2451.555741	         -854.654091	        -2742.560455	
2024/01/02-04:03:60.000	    -18814703.034407	     17230726.573365	     11359313.434894	        -2441.246533	         -864.120912	        -2748.819379	
2024/01/02-04:04:30.000	    -18887785.286758	     17204661.118889	     11276755.533824	        -2430.896900	         -873.573701	        -2755.033160	
2024/01/02-04:04:60.000	    -18960556.445816	     17178312.293203	     11194011.897751	        -2420.507009	         -883.012301	        -2761.201695	
2024/01/02-04:05:30.000	    -19033015.306391	     17151680.524304	     11111083.885611	        -2410.077029	         -892.436556	        -2767.324881	
2024/01/02-04:05:60.000	    -19105160.668375	     17124766.244857	     11027972.859433	        -2399.607131	         -901.846311	        -2773.402614	
2024/01/02-04:06:30.000	    -19176991.336762	     17097569.892190	     10944680.184309	        -2389.097484	         -911.241411	        -2779.434794	
2024/01/02-04:06:60.000	    -19248506.121668	     17070091.908286	     10861207.228374	        -2378.548261	         -920.621701	        -2785.421318	
2024/01/02-04:07:30.000	    -19319703.838350	     17042332.739775	     10777555.362786	        -2367.959632	         -929.987026	        -2791.362087	
2024/01/02-04:08:00.000	    -19390583.307228	     17014292.837931	     10693725.961703	        -2357.331769	         -939.337231	        -2797.257001	
2024/01/02-04:08:30.000	    -19461143.353903	     16985972.658660	     10609720.402260	        -2346.664847	         -948.672162	        -2803.105961	
2024/01/02-04:08:60.000	    -19531382.809177	     16957372.662495	     10525540.064546	        -2335.959038	         -957.991665	        -2808.908870	
2024/01/02-04:09:30.000	    -19601300.509073	     16928493.314592	     10441186.331582	        -2325.214517	         -967.295586	        -2814.665628	
2024/01/02-04:09:60.000	    -19670895.294853	     16899335.084716	     10356660.589302	        -2314.431460	         -976.583771	        -2820.376141	
2024/01/02-04:10:30.000	    -19740166.013040	     16869898.447241	     10271964.226525	        -2303.610041	         -985.856067	        -2826.040312	
2024/01/02-04:11:00.000	    -19809111.515436	     16840183.881137	     10187098.634936	        -2292.750436	         -995.112320	        -2831.658046	
2024/01/02-04:11:30.000	    -19877730.659140	     16810191.869966	     10102065.209064	        -2281.852824	        -1004.352379	        -2837.229249	
2024/01/02-04:11:60.000	    -19946022.306570	     16779922.901873	     10016865.346257	        -2270.917381	        -1013.576090	        -2842.753826	
2024/01/02-04:12:30.000	    -20013985.325480	     16749377.469578	      9931500.446659	        -2259.944286	        -1022.783300	        -2848.231686	
2024/01/02-04:12:60.000	    -20081618.588979	     16718556.070370	      9845971.913192	        -2248.933717	        -1031.973859	        -2853.662736	
2024/01/02-04:13:30.000	    -20148920.975551	     16687459.206099	      9760281.151527	        -2237.885854	        -1041.147613	        -2859.046884	
2024/01/02-04:14:00.000	    -20215891.369073	     16656087.383164	      9674429.570066	        -2226.800877	        -1050.304411	        -2864.384040	
2024/01/02-04:14:30.000	    -20282528.658834	     16624441.112512	      9588418.579916	        -2215.678967	        -1059.444102	        -2869.674115	
2024/01/02-04:14:60.000	    -20348831.739556	     16592520.909626	      9502249.594869	        -2204.520305	        -1068.566535	        -2874.917019	
2024/01/02-04:15:30.000	    -20414799.511406	     16560327.294514	      9415924.031377	        -2193.325072	        -1077.671559	        -2880.112663	
2024/01/02-04:15:60.000	    -20480430.880023	     16527860.791710	      9329443.308529	        -2182.093453	        -1086.759023	        -2885.260961	
2024/01/02-04:16:30.000	    -20545724.756529	     16495121.930256	      9242808.848028	        -2170.825629	        -1095.828777	        -2890.361826	
2024/01/02-04:16:60.000	    -20610680.057554	     16462111.243698	      9156022.074170	        -2159.521785	        -1104.880671	        -2895.415171	
2024/01/02-04:17:30.000	    -20675295.705248	     16428829.270080	      9069084.413818	        -2148.182104	        -1113.914556	        -2900.420911	
2024/01/02-04:17:60.000	    -20739570.627304	     16395276.551931	      8981997.296381	        -2136.806773	        -1122.930282	        -2905.378963	
2024/01/02-04:18:30.000	    -20803503.756972	     16361453.636259	      8894762.153789	        -2125.395976	        -1131.927699	        -2910.289241	
2024/01/02-04:18:60.000	    -20867094.033081	     16327361.074543	      8807380.420471	        -2113.949900	        -1140.906660	        -2915.151664	
2024/01/02-04:19:30.000	    -20930340.400055	     16292999.422721	      8719853.533331	        -2102.468732	        -1149.867015	        -2919.966149	
2024/01/02-04:19:60.000	    -20993241.807929	     16258369.241186	      8632182.931726	        -2090.952658	        -1158.808616	        -2924.732615	
2024/01/02-04:20:30.000	    -21055797.212371	     16223471.094774	      8544370.057441	        -2079.401868	        -1167.731315	        -2929.450981	
2024/01/02-04:20:60.000	    -21118005.574694	     16188305.552756	      8456416.354665	        -2067.816548	        -1176.634965	        -2934.121168	
