2025-05-13 00:00:00.000	    -21079888.946662	    -16111950.014252	      8611693.711648	          916.636358	          358.559822	         2920.999338	
2025-05-13 00:01:00.000	    -21024301.636367	    -16090300.577565	      8786667.074782	          936.273243	          363.056661	         2911.414164	
2025-05-13 00:01:60.000	    -20967536.271824	    -16068387.003419	      8961059.553798	          955.904379	          367.364412	         2901.636642	
2025-05-13 00:02:60.000	    -20909593.277486	    -16046220.638634	      9134859.627292	          975.527189	          371.482932	         2891.667424	
2025-05-13 00:04:00.000	    -20850473.228067	    -16023812.843351	      9308055.813371	          995.139094	          375.412113	         2881.507175	
2025-05-13 00:04:60.000	    -20790176.855938	    -16001174.979535	      9480636.670415	         1014.737517	          379.151875	         2871.156571	
2025-05-13 00:05:60.000	    -20728705.047438	    -15978318.413890	      9652590.797835	         1034.319878	          382.702171	         2860.616304	
2025-05-13 00:07:00.000	    -20666058.843596	    -15955254.515008	      9823906.836824	         1053.883599	          386.062985	         2849.887075	
2025-05-13 00:08:00.000	    -20602239.440811	    -15931994.650534	      9994573.471110	         1073.426105	          389.234333	         2838.969601	
2025-05-13 00:08:60.000	    -20537248.187133	    -15908550.190004	     10164579.427706	         1092.944818	          392.216262	         2827.864609	
2025-05-13 00:10:00.000	    -20471086.590199	    -15884932.492570	     10333913.477653	         1112.437167	          395.008851	         2816.572838	
2025-05-13 00:11:00.000	    -20403756.306899	    -15861152.918314	     10502564.436768	         1131.900578	          397.612210	         2805.095041	
2025-05-13 00:11:60.000	    -20335259.150534	    -15837222.816939	     10670521.166375	         1151.332484	          400.026481	         2793.431983	
2025-05-13 00:13:00.000	    -20265597.090635	    -15813153.525925	     10837772.574051	         1170.730318	          402.251836	         2781.584441	
2025-05-13 00:14:00.000	    -20194772.246240	    -15788956.377032	     11004307.614349	         1190.091517	          404.288479	         2769.553204	
2025-05-13 00:14:60.000	    -20122786.892946	    -15764642.685099	     11170115.289540	         1209.413522	          406.136647	         2757.339073	
2025-05-13 00:15:60.000	    -20049643.459041	    -15740223.750824	     11335184.650329	         1228.693779	          407.796606	         2744.942861	
2025-05-13 00:17:00.000	    -19975344.525970	    -15715710.857965	     11499504.796585	         1247.929737	          409.268654	         2732.365394	
2025-05-13 00:17:60.000	    -19899892.828055	    -15691115.271463	     11663064.878058	         1267.118851	          410.553120	         2719.607509	
2025-05-13 00:18:60.000	    -19823291.252181	    -15666448.235582	     11825854.095099	         1286.258580	          411.650365	         2706.670056	
2025-05-13 00:20:00.000	    -19745542.838194	    -15641720.971131	     11987861.699369	         1305.346391	          412.560778	         2693.553895	
2025-05-13 00:20:60.000	    -19666650.774950	    -15616944.678143	     12149076.994552	         1324.379754	          413.284784	         2680.259900	
2025-05-13 00:21:60.000	    -19586618.407116	    -15592130.524957	     12309489.337062	         1343.356148	          413.822835	         2666.788955	
2025-05-13 00:23:00.000	    -19505449.228311	    -15567289.654534	     12469088.136741	         1362.273059	          414.175414	         2653.141957	
2025-05-13 00:24:00.000	    -19423146.881413	    -15542433.181663	     12627862.857563	         1381.127978	          414.343036	         2639.319813	
2025-05-13 00:24:60.000	    -19339715.161677	    -15517572.186650	     12785803.018327	         1399.918405	          414.326247	         2625.323443	
2025-05-13 00:26:00.000	    -19255158.013409	    -15492717.717073	     12942898.193350	         1418.641848	          414.125622	         2611.153778	
2025-05-13 00:27:00.000	    -19169479.530190	    -15467880.785055	     13099138.013152	         1437.295824	          413.741767	         2596.811761	
2025-05-13 00:27:60.000	    -19082683.954355	    -15443072.365442	     13254512.165143	         1455.877858	          413.175318	         2582.298345	
2025-05-13 00:29:00.000	    -18994775.676460	    -15418303.393986	     13409010.394303	         1474.385484	          412.426943	         2567.614495	
2025-05-13 00:30:00.000	    -18905759.235419	    -15393584.764672	     13562622.503855	         1492.816245	          411.497338	         2552.761188	
2025-05-13 00:30:60.000	    -18815639.314400	    -15368927.332246	     13715338.355942	         1511.167697	          410.387230	         2537.739412	
2025-05-13 00:31:60.000	    -18724420.747263	    -15344341.901758	     13867147.872292	         1529.437402	          409.097375	         2522.550165	
2025-05-13 00:33:00.000	    -18632108.511588	    -15319839.234581	     14018041.034882	         1547.622935	          407.628559	         2507.194456	
2025-05-13 00:33:60.000	    -18538707.728033	    -15295430.046573	     14168007.886601	         1565.721884	          405.981600	         2491.673307	
2025-05-13 00:34:60.000	    -18444223.666677	    -15271124.997785	     14317038.531904	         1583.731844	          404.157340	         2475.987749	
2025-05-13 00:36:00.000	    -18348661.736503	    -15246934.702625	     14465123.137464	         1601.650424	          402.156657	         2460.138824	
2025-05-13 00:36:60.000	    -18252027.491690	    -15222869.719584	     14612251.932819	         1619.475247	          399.980452	         2444.127585	
2025-05-13 00:37:60.000	    -18154326.630864	    -15198940.549555	     14758415.211018	         1637.203946	          397.629660	         2427.955097	
2025-05-13 00:39:00.000	    -18055564.990049	    -15175157.641618	     14903603.329257	         1654.834167	          395.105241	         2411.622434	
2025-05-13 00:40:00.000	    -17955748.549566	    -15151531.382117	     15047806.709515	         1672.363570	          392.408187	         2395.130680	
2025-05-13 00:40:60.000	    -17854883.426253	    -15128072.101247	     15191015.839185	         1689.789829	          389.539515	         2378.480931	
2025-05-13 00:42:00.000	    -17752975.880291	    -15104790.062277	     15333221.271700	         1707.110631	          386.500274	         2361.674293	
2025-05-13 00:43:00.000	    -17650032.308094	    -15081695.467279	     15474413.627152	         1724.323679	          383.291539	         2344.711883	
2025-05-13 00:43:60.000	    -17546059.241461	    -15058798.455364	     15614583.592912	         1741.426688	          379.914413	         2327.594826	
