time_step,lat,lon,pdop
1,-10,90,1.47914
1,-10,100,1.53939
1,-10,110,1.37212
1,-10,120,1.26417
1,-10,130,1.26476
1,-10,140,1.24061
1,-10,150,1.3215
1,-10,160,1.31638
1,-10,170,1.41178
1,-10,180,1.30786
1,0,-180,1.30629
1,0,-170,1.3084
1,0,-160,1.43665
1,0,-150,1.40677
1,0,-140,1.32166
1,0,-130,1.51052
1,0,-120,1.50462
1,0,-110,1.36537
1,0,-100,1.28745
1,0,-90,1.38175
1,0,-80,1.50745
1,0,-70,1.34839
1,0,-60,1.53801
1,0,-50,2.07394
1,0,-40,1.8298
1,0,-30,2.41316
1,0,-20,2.41509
1,0,-10,1.75501
1,0,0,1.70473
1,0,10,1.56042
1,0,20,1.46133
1,0,30,1.45844
1,0,40,1.44925
1,0,50,1.41933
1,0,60,1.3574
1,0,70,1.35992
1,0,80,1.43919
1,0,90,1.23543
1,0,100,1.32339
1,0,110,1.22845
1,0,120,1.26587
1,0,130,1.38482
1,0,140,1.60443
1,0,150,1.8657
1,0,160,1.53835
1,0,170,1.52069
1,0,180,1.30629
1,10,-180,1.34018
1,10,-170,1.21436
1,10,-160,1.47371
1,10,-150,1.60406
1,10,-140,1.63256
1,10,-130,1.51127
1,10,-120,1.50733
1,10,-110,1.34175
1,10,-100,1.66355
1,10,-90,1.51827
1,10,-80,1.60997
1,10,-70,1.55686
1,10,-60,1.54408
1,10,-50,1.5457
1,10,-40,1.39604
1,10,-30,1.4957
1,10,-20,1.36239
1,10,-10,1.61762
1,10,0,1.55354
1,10,10,1.56189
1,10,20,1.58435
1,10,30,1.5621
1,10,40,1.56248
1,10,50,1.35681
1,10,60,1.36071
1,10,70,1.42255
1,10,80,1.53895
1,10,90,1.65195
1,10,100,2.41634
1,10,110,1.20641
1,10,120,1.14866
1,10,130,1.42842
1,10,140,1.61598
1,10,150,1.62926
1,10,160,1.54286
1,10,170,1.52416
1,10,180,1.34018
1,20,-180,1.34326
1,20,-170,1.16968
1,20,-160,1.2972
1,20,-150,2.41142
1,20,-140,2.37581
1,20,-130,1.69993
1,20,-120,1.51442
1,20,-110,1.43242
1,20,-100,1.65355
1,20,-90,2.38009
1,20,-80,2.41114
1,20,-70,1.6071
1,20,-60,1.82434
1,20,-50,1.80927
1,20,-40,1.631
1,20,-30,1.29377
1,20,-20,1.29297
1,20,-10,1.47089
1,20,0,1.77528
1,20,10,1.79944
1,20,20,1.31363
1,20,30,2.09124
1,20,40,2.07953
1,20,50,1.4087
1,20,60,1.33698
1,20,70,1.55047
1,20,80,2.33297
1,20,90,2.33258
1,20,100,2.3607
1,20,110,1.37692
1,20,120,1.18295
1,20,130,1.33818
1,20,140,1.34176
1,20,150,1.45463
1,20,160,1.36603
1,20,170,1.35022
1,20,180,1.34326
1,30,-180,1.88221
1,30,-170,1.86736
1,30,-160,1.54027
1,30,-150,1.53702
1,30,-140,2.38436
