2024-01-02 03:59:60.000	    -19425509.329812	     -1532112.799908	     19986228.497341	        -1356.409030	        -1840.433326	        -1455.683908	
2024-01-02 04:00:30.000	    -19466208.435341	     -1587227.690719	     19942393.265932	        -1356.857314	        -1833.888923	        -1466.660874	
2024-01-02 04:00:60.000	    -19506920.322470	     -1642145.898823	     19898229.089380	        -1357.261119	        -1827.321190	        -1477.613554	
2024-01-02 04:01:30.000	    -19547643.655144	     -1696866.729308	     19853736.699003	        -1357.620338	        -1820.730401	        -1488.541767	
2024-01-02 04:01:60.000	    -19588377.094305	     -1751389.493655	     19808916.831515	        -1357.934868	        -1814.116826	        -1499.445332	
2024-01-02 04:02:30.000	    -19629119.297803	     -1805713.511535	     19763770.229012	        -1358.204605	        -1807.480741	        -1510.324072	
2024-01-02 04:02:60.000	    -19669868.920277	     -1859838.112639	     19718297.638965	        -1358.429450	        -1800.822420	        -1521.177806	
2024-01-02 04:03:30.000	    -19710624.613445	     -1913762.634003	     19672499.814202	        -1358.609302	        -1794.142138	        -1532.006357	
2024-01-02 04:03:60.000	    -19751385.026079	     -1967486.420927	     19626377.512898	        -1358.744065	        -1787.440170	        -1542.809546	
2024-01-02 04:04:30.000	    -19792148.803963	     -2021008.827898	     19579931.498565	        -1358.833642	        -1780.716793	        -1553.587196	
2024-01-02 04:04:60.000	    -19832914.590218	     -2074329.215903	     19533162.540031	        -1358.877941	        -1773.972284	        -1564.339130	
2024-01-02 04:05:30.000	    -19873681.025186	     -2127446.954235	     19486071.411439	        -1358.876868	        -1767.206921	        -1575.065171	
2024-01-02 04:05:60.000	    -19914446.746277	     -2180361.422355	     19438658.892222	        -1358.830334	        -1760.420983	        -1585.765143	
2024-01-02 04:06:30.000	    -19955210.388312	     -2233072.007175	     19390925.767099	        -1358.738250	        -1753.614748	        -1596.438870	
2024-01-02 04:06:60.000	    -19995970.583370	     -2285578.104904	     19342872.826058	        -1358.600528	        -1746.788496	        -1607.086176	
2024-01-02 04:07:30.000	    -20036725.961264	     -2337879.117401	     19294500.864341	        -1358.417085	        -1739.942507	        -1617.706886	
2024-01-02 04:08:00.000	    -20077475.148969	     -2389974.457690	     19245810.682438	        -1358.187835	        -1733.077062	        -1628.300826	
2024-01-02 04:08:30.000	    -20118216.770973	     -2441863.547232	     19196803.086063	        -1357.912699	        -1726.192442	        -1638.867822	
2024-01-02 04:08:60.000	    -20158949.449678	     -2493545.813179	     19147478.886152	        -1357.591595	        -1719.288930	        -1649.407700	
2024-01-02 04:09:30.000	    -20199671.804668	     -2545020.694838	     19097838.898839	        -1357.224446	        -1712.366808	        -1659.920287	
2024-01-02 04:09:60.000	    -20240382.453669	     -2596287.636306	     19047883.945450	        -1356.811175	        -1705.426359	        -1670.405411	
2024-01-02 04:10:30.000	    -20281080.011797	     -2647346.092954	     18997614.852486	        -1356.351709	        -1698.467867	        -1680.862898	
2024-01-02 04:11:00.000	    -20321763.092076	     -2698195.527750	     18947032.451610	        -1355.845973	        -1691.491616	        -1691.292577	
2024-01-02 04:11:30.000	    -20362430.305245	     -2748835.413124	     18896137.579633	        -1355.293898	        -1684.497891	        -1701.694276	
2024-01-02 04:11:60.000	    -20403080.260191	     -2799265.228195	     18844931.078498	        -1354.695414	        -1677.486976	        -1712.067826	
2024-01-02 04:12:30.000	    -20443711.563760	     -2849484.460637	     18793413.795272	        -1354.050453	        -1670.459158	        -1722.413055	
2024-01-02 04:12:60.000	    -20484322.820546	     -2899492.608574	     18741586.582124	        -1353.358951	        -1663.414723	        -1732.729793	
2024-01-02 04:13:30.000	    -20524912.633328	     -2949289.177787	     18689450.296318	        -1352.620842	        -1656.353958	        -1743.017871	
2024-01-02 04:14:00.000	    -20565479.602999	     -2998873.682667	     18637005.800192	        -1351.836066	        -1649.277149	        -1753.277120	
2024-01-02 04:14:30.000	    -20606022.328338	     -3048245.648111	     18584253.961151	        -1351.004562	        -1642.184584	        -1763.507371	
2024-01-02 04:14:60.000	    -20646539.407179	     -3097404.601991	     18531195.651645	        -1350.126272	        -1635.076551	        -1773.708456	
2024-01-02 04:15:30.000	    -20687029.434801	     -3146350.086479	     18477831.749161	        -1349.201138	        -1627.953339	        -1783.880209	
2024-01-02 04:15:60.000	    -20727491.005089	     -3195081.650528	     18424163.136204	        -1348.229107	        -1620.815236	        -1794.022461	
2024-01-02 04:16:30.000	    -20767922.710308	     -3243598.851760	     18370190.700285	        -1347.210125	        -1613.662533	        -1804.135046	
2024-01-02 04:16:60.000	    -20808323.141014	     -3291901.257433	     18315915.333905	        -1346.144141	        -1606.495517	        -1814.217798	
2024-01-02 04:17:30.000	    -20848690.886702	     -3339988.440642	     18261337.934539	        -1345.031106	        -1599.314480	        -1824.270551	
2024-01-02 04:17:60.000	    -20889024.534811	     -3387859.987006	     18206459.404624	        -1343.870972	        -1592.119712	        -1834.293140	
2024-01-02 04:18:30.000	    -20929322.671995	     -3435515.487036	     18151280.651543	        -1342.663693	        -1584.911503	        -1844.285402	
2024-01-02 04:18:60.000	    -20969583.883102	     -3482954.542844	     18095802.587606	        -1341.409226	        -1577.690145	        -1854.247171	
2024-01-02 04:19:30.000	    -21009806.751680	     -3530176.765283	     18040026.130043	        -1340.107528	        -1570.455929	        -1864.178283	
2024-01-02 04:19:60.000	    -21049989.860527	     -3577181.771073	     17983952.200980	        -1338.758560	        -1563.209147	        -1874.078577	
2024-01-02 04:20:30.000	    -21090131.790779	     -3623969.188574	     17927581.727430	        -1337.362282	        -1555.950092	        -1883.947889	
